url_length,has_https,has_ip_address,num_dots,num_hyphens,num_underscores,num_slashes,num_questionmarks,num_equals,num_at_symbols,num_ampersands,num_digits,domain_length,path_length,subdomain_count,has_suspicious_words,domain_age_days,alexa_rank,google_index,page_rank,dns_record,web_traffic,links_in_tags,links_pointing_to_page,statistical_report,label
22,1,0,7,0,0,4,0,3,0,3,9,32,75,0,1,464,457587,1,0,1,73923,28,373,0,0
58,0,0,4,4,1,2,2,0,0,3,3,18,53,1,1,705,340303,1,7,0,91046,29,98,0,1
69,1,0,1,3,0,2,0,1,0,2,2,11,83,0,0,1728,951677,1,8,0,80836,2,302,1,0
139,0,0,2,4,1,4,1,2,0,2,1,17,83,4,0,41,906217,1,5,1,15502,39,106,0,1
197,1,1,6,2,2,2,1,3,0,0,4,41,88,2,1,556,215086,1,7,1,91806,10,477,0,1
14,1,0,2,2,0,6,0,4,0,0,17,24,27,1,1,654,67740,1,6,1,68195,9,128,1,0
181,1,0,5,1,1,5,2,4,0,1,13,17,19,0,0,2315,956959,1,9,1,51327,47,258,0,0
36,1,1,4,3,0,5,1,0,0,3,1,6,65,1,0,465,723396,1,9,1,62125,14,282,0,1
169,0,0,7,1,2,4,2,2,0,3,1,18,68,2,0,1623,796292,0,0,1,10287,34,323,0,1
158,1,0,4,4,0,7,2,3,0,2,13,43,33,0,0,736,705604,0,0,1,26337,37,477,0,1
17,1,0,7,3,2,5,1,1,0,1,0,13,52,1,1,2026,326643,0,8,1,10042,43,226,0,0
59,1,0,8,1,2,6,1,0,0,2,13,34,86,4,0,1719,814499,0,3,1,30034,47,191,0,0
76,1,1,7,4,0,3,2,3,1,2,10,24,33,0,0,953,475983,1,6,1,48173,4,253,1,1
53,1,0,2,0,2,2,0,3,0,1,14,3,79,4,0,1007,96566,0,7,1,19439,30,163,0,0
134,1,0,1,4,2,6,1,2,0,3,7,28,60,1,0,2595,353710,1,1,1,74341,12,446,0,0
67,1,1,5,1,2,3,0,4,0,2,9,5,0,0,0,2142,447294,1,7,1,4226,37,43,0,1
12,1,0,7,3,0,4,0,2,0,2,2,34,47,0,1,83,583390,1,5,1,17076,29,198,0,1
95,1,0,1,3,2,6,1,0,0,0,17,35,57,0,0,3429,542003,1,1,1,3315,7,231,0,0
79,1,0,8,0,1,6,0,0,0,3,0,35,15,4,1,2971,710525,1,9,1,46060,27,426,0,1
139,0,0,3,1,2,7,0,2,0,2,7,4,58,2,0,3530,143172,1,9,0,24601,45,53,0,0
181,1,0,7,0,1,5,0,3,0,1,2,24,35,4,0,2650,832220,1,5,1,80549,29,483,0,0
11,0,0,3,2,0,3,0,4,0,2,0,14,62,2,0,844,660509,1,8,0,51313,46,191,0,0
111,0,1,4,4,1,3,2,0,0,0,6,4,18,4,0,3156,871077,1,3,1,1076,19,434,0,1
44,1,0,8,2,2,7,0,2,0,3,10,39,57,0,0,386,616524,1,6,1,99137,45,257,0,0
107,1,0,2,2,2,1,0,0,0,3,3,10,82,3,0,2357,13536,1,6,1,29801,39,49,0,0
39,0,0,6,0,2,3,0,4,0,0,17,19,56,4,1,676,972851,1,5,1,97666,10,182,0,0
125,1,0,9,0,2,5,0,1,0,0,10,6,38,0,0,563,591303,1,8,1,69542,28,400,0,0
17,1,0,9,4,2,2,2,1,0,1,0,46,33,2,0,1328,624549,1,2,1,59654,14,434,0,0
159,1,1,5,0,2,7,2,3,0,0,10,3,61,4,0,2218,956710,1,5,1,83234,43,138,0,1
53,1,0,3,0,0,2,2,3,0,2,8,8,29,2,0,1094,492851,1,7,1,20602,14,84,0,0
195,1,0,6,0,2,2,1,1,0,3,1,42,8,4,0,1412,462602,1,8,1,76238,26,437,0,0
45,1,0,9,0,1,5,1,4,0,3,8,24,78,0,0,53,845410,1,6,1,45061,43,172,0,0
86,0,0,6,0,1,2,2,2,0,2,19,37,9,0,1,1938,269843,0,7,1,27301,18,290,0,1
40,0,1,4,2,1,6,1,2,0,2,13,42,2,2,0,2464,979762,1,6,1,99668,20,170,1,1
56,0,0,5,2,0,7,2,4,0,2,14,13,43,2,0,834,569901,0,4,1,22486,45,193,0,1
64,1,0,7,4,1,6,0,2,0,1,8,4,15,4,0,1325,888849,1,2,0,29320,16,142,0,0
115,1,1,3,3,1,7,2,3,0,1,14,20,37,1,1,132,4915,1,7,1,24156,35,440,1,1
199,1,0,9,4,1,2,2,2,0,2,9,11,62,4,0,1874,646765,0,5,1,47533,32,276,0,1
167,1,0,1,1,0,4,1,2,0,3,1,8,78,1,0,1257,491365,1,3,1,66170,2,369,0,0
130,1,0,8,4,1,4,2,3,0,3,14,36,8,3,1,2945,937372,0,7,1,72018,38,339,0,1
64,0,1,5,4,1,1,0,0,0,2,0,14,66,0,0,2757,335390,1,9,1,39694,43,176,0,0
153,1,0,9,0,0,6,2,1,0,3,11,23,49,2,0,254,6517,1,4,0,10583,6,33,0,0
21,1,0,2,0,2,1,2,2,0,0,19,28,5,2,1,2937,152152,0,6,1,51090,41,398,0,1
154,0,0,1,0,1,3,2,1,0,1,3,12,26,2,0,102,961266,1,4,1,11563,28,173,0,1
153,0,0,7,3,2,3,2,1,0,2,12,18,70,3,0,1485,542464,1,1,1,1243,22,337,0,1
149,1,0,9,0,1,6,1,4,0,0,9,17,55,3,1,1923,37509,1,9,0,91211,16,371,1,1
145,1,0,5,1,0,6,1,4,1,1,13,25,14,1,0,275,936208,1,3,1,48340,15,247,0,0
12,1,0,4,2,2,7,1,4,0,2,9,44,96,2,0,512,928891,1,7,1,93114,41,13,0,0
153,1,0,4,1,0,3,2,0,0,0,10,23,23,1,1,545,568840,0,8,1,72801,7,418,1,0
39,1,0,8,3,2,7,0,0,0,1,14,45,54,3,1,1948,583543,1,8,0,32848,44,67,0,0
32,0,0,1,0,0,1,1,1,0,3,0,18,23,3,0,358,689216,1,6,1,74579,31,415,0,0
101,1,0,1,4,2,2,0,1,1,1,2,13,18,0,0,3451,222990,1,0,1,50196,23,224,0,0
124,1,0,8,2,2,7,1,1,0,1,6,22,86,2,0,1708,481274,0,6,1,9824,31,316,0,1
113,1,0,2,3,2,3,0,1,0,2,13,23,27,0,0,947,812432,1,9,1,57157,16,347,0,0
127,1,0,6,1,1,2,2,3,0,1,16,18,67,3,0,2164,158007,1,5,1,16632,36,13,0,0
14,1,0,2,0,2,2,2,1,0,2,7,13,47,1,1,3485,945279,1,0,1,28185,12,13,1,0
113,1,1,5,3,2,1,1,4,0,3,8,35,88,4,1,2355,697329,1,3,1,15280,48,484,0,1
117,1,0,3,3,1,7,0,1,0,2,19,24,78,3,0,1034,509617,0,4,1,7072,49,309,0,0
74,1,0,7,4,1,4,2,4,0,1,4,27,68,0,0,1903,95424,1,5,1,59540,26,22,0,0
130,1,0,9,4,0,6,2,4,0,2,19,35,49,2,0,1875,269618,1,8,0,35944,41,147,0,1
39,0,0,2,4,0,4,2,1,0,3,4,39,65,0,1,3492,796741,1,3,1,57390,26,173,0,0
158,1,0,7,1,1,5,1,1,0,2,1,36,84,0,1,3003,814739,1,5,1,56214,37,173,0,0
93,1,1,8,4,1,4,0,2,0,0,17,17,75,3,0,596,161269,1,9,1,9904,18,121,0,0
159,1,0,8,3,1,3,1,4,0,1,0,3,51,4,0,803,540241,1,3,1,81430,48,496,0,0
41,0,1,7,3,1,1,0,1,0,0,3,6,75,0,0,3459,502724,1,2,1,62610,5,255,0,1
170,1,0,4,3,1,2,1,1,0,0,9,19,72,2,0,1942,528845,1,9,1,25393,16,5,0,0
25,1,0,4,2,0,1,2,2,0,1,9,30,4,1,1,645,24862,1,6,1,18082,28,352,0,0
47,1,0,9,2,1,7,0,3,0,2,14,34,17,1,0,2393,622841,0,5,1,89114,27,254,0,0
151,1,0,9,1,1,6,1,4,1,3,17,10,64,1,0,1307,162193,0,1,1,23277,4,365,0,1
45,1,0,5,4,0,7,2,4,0,0,13,38,28,0,0,3391,292082,1,1,1,98381,45,68,0,0
160,1,0,7,3,2,5,2,2,0,3,6,38,53,3,0,215,864785,0,6,1,24808,42,481,0,1
123,1,1,7,4,0,5,0,3,0,2,11,21,39,0,1,2617,864102,1,7,1,30941,4,151,0,1
75,1,0,9,3,0,5,1,0,0,2,7,26,34,1,0,3175,748997,1,9,1,40869,2,335,0,0
114,0,0,7,2,1,2,2,2,0,0,9,5,83,1,1,368,324386,1,1,1,99103,10,37,0,1
94,0,0,8,3,2,5,0,1,0,3,0,16,19,3,1,3616,504229,1,5,1,31491,8,57,0,1
11,1,1,7,1,0,6,0,1,0,2,2,34,94,0,1,3033,592514,1,5,1,84640,36,410,0,0
84,1,0,4,0,2,5,2,1,0,1,5,14,59,0,0,2457,429340,1,3,1,59817,17,238,0,0
76,1,1,2,3,0,5,1,0,0,0,13,33,58,0,0,1688,309286,1,9,1,15314,36,308,0,1
189,0,0,3,1,1,6,0,1,0,2,15,36,85,4,0,1437,221363,0,7,1,19776,33,330,0,0
199,1,0,7,2,0,6,2,0,0,0,12,33,11,2,0,1637,777766,0,0,0,98955,29,285,0,1
160,1,0,9,2,0,2,2,2,0,0,5,38,69,3,1,419,332089,0,9,1,68797,9,361,0,0
163,0,0,2,0,0,7,2,0,0,1,6,34,66,3,1,1171,123107,1,0,1,81640,4,112,0,1
64,1,0,7,4,2,5,1,1,0,2,19,37,37,2,0,543,558568,1,9,1,77616,43,358,0,0
15,1,0,4,4,2,3,1,4,0,1,1,34,53,0,0,1001,656852,1,8,1,58495,40,119,0,0
172,1,0,7,3,1,1,0,1,1,0,16,18,94,3,0,989,503417,1,8,0,39280,46,395,0,0
159,1,0,5,2,2,5,0,0,0,2,3,3,35,4,0,1321,697831,0,7,1,67309,7,311,0,0
180,1,0,7,1,2,5,2,0,0,3,19,49,57,0,0,90,733677,1,0,1,73183,47,361,1,0
152,0,0,6,0,2,1,0,3,0,0,16,42,19,1,0,2007,49207,1,6,1,55889,11,427,1,0
95,1,0,2,4,1,7,2,3,0,2,7,15,38,3,1,1267,466294,1,2,1,3225,28,43,0,0
69,0,0,7,3,1,5,0,3,0,1,1,13,65,4,0,1108,137529,0,5,1,68131,47,263,0,0
110,1,0,5,3,1,7,1,1,1,0,3,13,93,4,0,1600,724611,1,3,1,16311,9,415,0,0
21,0,0,9,2,1,6,1,0,0,2,8,27,79,4,0,3151,734264,1,6,1,45606,20,229,0,0
58,1,0,1,1,0,7,2,3,0,1,6,7,97,1,1,141,360826,1,5,1,34627,42,138,0,0
51,1,0,1,1,1,5,0,4,0,3,17,23,45,2,0,2621,785723,1,9,1,56854,26,89,0,0
175,0,0,2,4,1,3,0,2,0,1,13,37,24,1,0,3145,462692,1,8,1,78464,22,184,1,1
91,1,0,8,3,0,7,0,2,0,0,0,14,60,4,1,603,673344,1,2,1,90889,36,227,0,1
182,0,0,9,2,0,6,2,3,0,1,9,48,63,0,0,1955,546030,1,2,1,92496,23,210,0,0
44,1,0,7,1,2,4,0,3,0,2,6,15,19,4,1,1355,757262,0,0,1,89512,30,447,0,0
167,1,0,1,3,2,2,1,3,0,0,17,5,66,1,0,757,407955,1,0,1,97190,31,499,0,0
167,0,1,7,1,1,2,0,2,0,0,18,14,43,1,0,1870,729097,1,7,1,37810,10,202,0,1
143,0,0,8,0,2,1,1,3,0,2,12,49,80,1,0,402,854547,1,0,1,94357,15,238,0,0
76,1,0,7,1,0,3,0,4,0,1,14,36,80,1,1,359,590180,1,0,1,85955,25,162,0,1
89,0,0,5,1,2,7,2,4,0,2,19,22,55,4,0,1105,743636,0,7,1,30850,35,193,0,1
16,1,0,7,3,2,2,2,4,0,2,6,41,63,1,1,1722,322156,1,6,1,13846,32,252,0,1
189,1,0,2,1,1,1,0,4,0,0,1,6,55,1,0,3035,555475,1,3,1,69927,1,184,0,0
23,1,0,9,1,0,1,0,0,0,0,19,43,48,4,0,3004,757342,1,4,1,23260,0,225,0,0
82,1,0,2,0,0,1,1,3,0,2,19,45,36,3,0,3600,151036,1,0,1,70501,43,285,0,0
152,1,0,2,1,2,2,2,1,0,3,19,9,21,4,0,1980,853927,0,6,1,44729,19,351,0,0
158,1,0,5,1,2,4,0,0,0,3,6,49,93,0,1,2132,469605,1,8,1,95438,23,260,0,0
172,0,0,8,3,2,1,2,1,0,3,5,5,38,2,0,603,949810,1,6,1,3506,25,252,0,1
75,0,0,6,2,1,5,2,1,0,3,17,48,61,3,0,655,913932,1,5,1,53967,8,464,0,1
100,0,1,9,0,2,4,0,0,0,1,13,43,57,0,0,1817,339064,0,1,1,24374,13,53,0,1
139,0,0,6,1,2,4,0,3,0,0,10,46,88,4,0,594,237321,1,8,1,42897,2,345,0,0
172,0,0,5,2,1,5,0,0,0,3,10,15,66,3,0,2304,302847,1,3,1,94718,4,236,0,0
29,1,0,1,3,0,2,0,2,1,2,9,31,82,0,0,2460,554239,1,1,1,70516,40,252,0,0
19,1,0,8,0,1,2,1,4,0,0,1,43,71,4,0,2453,547995,1,8,0,87290,11,425,0,0
34,1,0,3,3,2,7,0,0,0,1,2,23,17,0,0,671,554318,1,8,1,51503,27,326,0,0
34,0,0,2,2,2,3,1,0,0,0,9,48,73,1,0,2641,76251,0,5,0,49487,11,303,0,0
63,1,0,7,0,0,7,0,2,0,3,0,27,37,1,0,3299,28444,1,7,1,22928,24,104,0,0
42,1,0,2,1,1,2,2,4,0,1,15,5,20,2,0,1286,363131,1,4,1,93099,36,320,0,0
173,1,0,1,2,2,3,0,1,0,1,13,32,97,0,1,316,623587,1,3,1,2854,2,132,0,1
104,1,0,2,3,0,1,1,2,1,2,8,41,81,4,1,435,576832,1,9,1,40785,9,93,0,0
23,1,0,6,0,2,2,0,3,0,2,6,24,33,0,1,839,721779,1,0,1,34023,19,460,0,0
74,1,0,2,2,0,2,0,0,0,1,6,4,97,0,1,2032,164729,1,3,1,22726,37,149,0,0
119,1,0,1,2,2,7,2,0,0,0,0,11,53,1,1,2155,631510,1,2,0,9735,4,198,0,1
89,0,0,1,3,2,5,2,2,0,2,19,6,30,4,1,1989,497059,0,0,1,75559,47,479,1,1
63,1,0,4,3,0,1,1,0,0,3,13,10,79,4,1,3085,70424,1,4,1,73711,46,151,0,0
134,1,0,8,1,0,6,0,4,0,1,7,21,97,4,0,935,100197,1,9,1,25557,43,336,0,0
189,0,1,6,1,2,6,0,4,1,0,2,23,98,0,0,1600,871098,1,3,1,49438,34,170,0,1
140,1,0,4,2,0,3,2,2,0,0,5,16,83,2,0,3440,365362,1,1,1,38448,23,148,0,0
178,1,0,6,3,2,1,1,2,0,2,14,3,89,3,1,3282,41339,1,9,1,91182,9,207,0,0
143,1,0,6,2,2,6,0,2,0,0,19,43,66,3,0,319,258128,1,5,1,94863,41,229,0,0
34,0,0,9,4,1,4,1,3,0,2,14,22,57,3,1,1622,273735,1,2,0,3692,35,340,0,1
150,1,1,4,3,2,5,1,0,0,0,7,21,72,1,0,1158,811394,1,4,1,55561,24,184,0,1
126,1,0,6,4,2,4,1,1,0,0,18,44,85,3,0,2198,500670,1,6,1,48999,21,325,0,0
145,1,0,1,4,0,6,2,1,0,1,4,18,2,3,1,88,468168,1,5,1,78067,24,164,0,1
158,0,0,7,3,1,3,2,1,0,0,12,12,76,0,0,3184,139370,1,6,1,98422,41,196,0,0
34,1,0,7,1,0,2,0,2,1,0,1,4,33,4,1,1830,345957,1,5,1,61530,45,379,0,0
88,1,0,1,2,0,2,1,3,0,0,11,3,11,4,0,2310,924312,0,2,1,45008,49,435,0,1
77,1,0,8,0,2,2,1,3,0,3,15,10,58,0,0,1120,600603,1,6,1,65909,26,138,1,0
182,0,0,5,0,2,3,1,1,0,2,6,11,78,2,1,2035,4602,1,9,1,87495,28,185,0,1
197,1,0,9,3,2,4,0,1,1,3,8,41,43,0,1,75,446508,0,0,1,79873,40,318,0,1
21,1,0,8,1,0,3,0,3,0,1,11,44,43,2,1,1553,884131,1,9,1,92810,34,72,0,0
41,0,0,3,1,0,3,1,2,0,1,14,20,57,4,1,1120,689827,1,2,1,61044,8,154,0,1
137,1,0,1,1,2,4,1,2,0,3,12,17,49,1,1,110,802448,0,0,0,95591,10,190,1,1
105,1,0,3,0,0,6,1,1,0,0,1,44,72,0,0,2794,908995,1,0,1,18897,18,128,0,0
101,1,0,2,4,1,2,0,4,0,1,7,18,77,1,0,3116,734234,0,2,1,36253,41,120,0,0
150,1,0,2,0,1,5,1,2,0,0,18,23,37,0,0,3,863379,0,9,1,50477,16,112,0,0
40,0,1,4,1,1,3,1,4,0,2,9,49,89,3,0,3175,851819,1,4,1,48378,43,39,0,1
87,1,0,2,0,0,3,2,0,0,0,4,27,47,4,1,3545,182078,1,7,1,50208,7,99,0,0
29,1,0,8,0,1,4,1,2,0,3,18,26,90,2,1,2850,210063,1,3,1,66965,36,52,0,0
155,1,0,5,2,2,6,2,4,0,0,0,49,33,4,1,2281,939757,0,0,0,33379,23,116,0,1
69,1,0,1,3,2,7,1,0,0,0,7,18,43,4,1,3442,347999,1,4,1,31721,26,136,0,0
143,0,0,6,4,2,5,2,0,0,0,13,11,54,3,0,3387,113936,0,7,1,86412,22,74,0,1
169,1,0,7,2,1,7,2,1,0,2,7,40,59,0,1,3252,867187,0,5,1,88303,8,112,0,1
102,1,0,1,3,1,3,0,4,0,1,2,17,31,0,0,3606,970657,1,9,1,25054,2,313,0,1
52,1,0,3,1,0,7,1,1,0,0,13,15,15,2,0,3128,29585,1,6,1,86344,34,408,0,0
139,1,0,9,2,2,1,1,0,0,1,6,46,30,3,0,1883,289218,1,2,1,92966,6,418,0,0
69,1,1,7,3,0,5,1,2,0,0,1,26,41,1,1,2146,343472,1,9,1,86422,21,445,0,1
160,0,0,4,2,1,3,2,2,0,1,18,35,78,2,1,3541,585034,1,0,1,87918,49,389,0,1
40,0,0,6,0,0,5,0,2,0,2,5,14,37,1,0,99,917259,1,1,1,92072,7,196,0,1
14,0,0,6,0,2,6,2,4,0,1,3,12,92,1,1,391,362200,0,4,1,80354,44,304,0,1
171,1,1,3,2,0,7,2,3,0,1,19,33,85,3,0,3397,203300,1,5,1,20164,40,341,0,0
19,0,1,2,2,0,1,2,1,0,2,0,6,3,0,1,3623,435088,1,2,0,71585,9,459,0,1
98,0,0,5,4,1,1,1,3,0,1,17,40,93,4,0,3649,238891,1,4,1,67514,31,240,0,1
139,1,1,8,1,1,5,2,3,0,0,5,38,31,1,1,75,307937,1,7,1,39631,29,105,0,1
135,0,1,3,0,1,2,2,0,0,3,9,12,67,4,0,3356,164819,1,6,1,47934,9,328,0,1
20,1,0,5,2,1,5,0,1,0,0,14,5,0,0,0,2890,464953,0,1,1,76877,41,377,0,0
187,1,0,3,3,2,4,1,0,0,2,16,24,35,4,0,2805,831184,1,3,1,294,28,266,1,0
168,0,0,7,1,2,2,0,3,0,2,0,23,6,1,0,3346,179795,1,5,1,58727,12,409,0,1
65,1,0,6,3,0,6,1,0,1,2,14,40,43,3,0,1784,226050,1,0,1,51467,15,110,0,0
92,0,0,6,1,2,1,0,0,0,0,1,48,23,3,0,364,877440,1,7,1,11117,45,68,0,0
146,1,0,1,3,0,2,1,4,0,3,3,40,32,2,1,2422,426331,0,6,1,98777,41,371,1,1
108,1,0,2,0,1,1,1,1,0,1,7,48,78,1,0,2498,728703,1,4,1,18731,3,259,0,1
158,0,0,6,2,0,1,2,1,0,3,6,5,88,2,1,1840,531502,1,5,1,78420,41,327,0,1
82,0,1,8,2,0,1,0,3,0,2,3,31,24,4,1,621,155877,1,5,1,24545,45,45,0,1
165,1,0,5,4,2,4,1,2,0,3,12,39,77,2,1,3412,924664,1,4,1,92114,43,313,0,1
199,0,0,2,2,0,4,2,0,0,3,19,7,57,0,1,2106,113663,1,2,1,67281,14,372,0,1
124,0,0,5,0,2,3,0,1,0,0,15,5,11,0,0,1884,11896,0,3,1,89244,39,340,1,1
16,1,0,9,1,0,6,1,2,0,3,14,32,75,3,1,13,606661,0,0,1,4828,23,56,0,0
89,1,0,6,1,2,4,1,1,0,1,6,49,79,2,0,704,907179,1,1,1,68043,10,385,0,0
153,1,0,5,2,1,6,1,3,0,0,14,42,88,1,0,2993,348757,1,0,1,40898,14,344,0,0
106,1,0,6,3,2,1,2,0,0,1,9,10,10,3,0,2770,159800,0,6,1,29030,20,63,0,0
13,1,0,9,2,1,6,0,4,0,3,8,46,68,4,0,3619,515084,0,3,1,85816,33,84,0,0
13,0,0,7,1,2,5,1,3,0,2,18,15,77,4,0,901,932839,1,9,1,6820,9,164,0,0
112,1,0,3,4,1,6,1,3,0,2,11,22,43,3,0,2425,966915,0,0,1,95823,15,228,0,0
49,1,1,5,1,1,2,0,3,0,0,12,15,92,0,0,1779,426732,1,9,1,93486,24,376,0,0
26,1,0,4,3,2,5,0,2,0,1,13,8,65,0,0,332,827095,1,3,1,72552,8,371,1,0
110,1,0,5,3,1,1,0,3,0,3,0,12,51,4,1,2296,537353,1,0,1,78022,17,411,0,0
112,0,0,8,4,0,5,0,4,0,0,1,28,65,0,0,2346,94192,1,0,0,8000,2,170,0,1
133,0,0,6,3,0,2,1,0,0,1,19,8,49,4,0,195,716393,1,4,1,22099,38,116,0,1
61,1,0,4,2,1,3,2,1,1,0,12,28,11,0,0,945,88257,1,8,1,63306,22,226,0,0
61,1,0,5,2,1,3,0,2,0,1,2,30,68,4,0,87,411855,1,7,1,68541,37,386,0,0
173,1,0,7,1,1,6,2,3,0,2,2,14,75,4,0,2148,375497,1,0,1,42917,37,434,0,0
133,0,0,8,0,2,6,2,1,0,0,8,42,32,4,0,872,199926,1,5,1,54825,49,10,0,0
175,1,0,5,2,0,4,2,3,0,3,18,6,57,0,0,1311,987894,1,2,1,18210,24,482,0,0
187,1,0,2,2,1,5,0,0,1,1,18,26,9,1,0,1203,542425,1,8,1,61808,16,295,0,0
72,1,0,6,4,1,4,2,4,0,3,0,17,52,4,0,2399,449085,0,7,1,65163,38,18,0,1
125,1,0,9,2,2,4,2,4,0,0,14,26,48,0,0,1744,434310,0,6,1,87530,17,31,0,0
71,1,0,3,1,0,5,1,2,0,0,4,15,34,1,0,2725,503055,1,8,1,35171,25,261,0,0
16,0,0,7,4,1,5,0,1,0,1,10,5,76,4,0,3513,768829,1,5,1,85921,49,199,0,0
164,1,1,8,2,0,2,0,1,0,1,2,29,48,1,0,1268,469761,1,3,1,95267,37,367,0,1
101,1,0,6,1,2,5,0,4,0,0,11,41,9,2,0,726,914725,1,0,1,2352,32,430,0,0
23,0,0,3,4,0,5,0,0,0,0,3,47,56,4,0,3156,537563,1,4,1,98010,4,460,0,0
95,0,0,1,0,1,6,0,2,0,1,2,17,62,4,0,2202,423321,1,1,1,93850,17,425,0,0
142,1,0,3,1,1,4,1,3,0,2,12,28,78,0,0,1797,8269,1,7,1,57153,47,97,0,0
192,1,0,6,2,0,3,2,2,0,3,1,25,62,2,0,3595,157383,0,5,1,8741,49,253,0,1
139,1,0,4,4,2,1,1,4,0,3,14,41,37,0,1,2864,986506,1,1,1,49521,11,413,0,0
71,0,0,1,0,2,3,2,3,0,0,4,35,72,3,0,1609,717216,0,4,1,92494,39,408,1,0
158,1,0,6,1,2,5,0,2,0,0,2,23,60,2,0,701,779003,1,8,1,76227,38,166,0,0
88,1,0,1,0,2,1,1,0,0,1,8,16,89,4,0,523,842316,1,7,1,8738,3,267,0,0
158,1,1,8,1,1,5,0,1,0,3,8,15,65,4,1,1636,997990,1,2,1,9242,2,308,0,1
147,1,0,3,2,0,6,0,3,0,3,19,34,33,4,1,3432,532274,0,7,1,14459,29,82,0,1
67,1,0,3,1,1,2,2,2,0,0,8,44,21,2,1,308,136173,1,0,1,88788,40,463,0,0
129,1,0,1,2,0,5,2,0,0,2,3,46,75,4,1,2314,5701,1,8,1,15341,23,292,0,0
176,1,0,3,1,0,1,2,2,0,0,3,14,16,3,0,3275,67508,1,0,1,2084,24,445,0,0
142,1,0,7,4,2,6,1,3,0,0,1,12,81,1,1,688,14738,1,0,1,26522,31,149,0,0
74,1,0,8,1,2,2,2,0,0,0,14,24,84,2,0,2299,148059,0,5,1,83934,38,361,0,0
22,1,1,8,1,0,7,0,1,0,3,14,49,85,1,0,3375,967447,1,0,1,54685,7,93,0,0
190,1,0,3,3,0,6,2,0,0,2,16,27,84,0,0,2161,404119,0,1,1,10708,14,369,1,0
91,1,0,5,3,0,1,2,2,0,2,9,46,98,0,0,764,549282,1,4,1,25184,5,358,1,0
182,1,1,1,1,1,2,2,2,1,3,3,49,88,2,1,1861,352752,1,9,1,15381,20,73,0,1
169,1,0,9,3,0,4,2,2,0,2,12,31,99,4,0,1881,429830,1,3,1,60237,11,364,0,0
173,1,0,8,2,1,7,0,2,0,3,5,9,12,0,0,907,449480,0,5,1,96551,44,439,0,1
197,1,0,2,3,0,7,2,2,0,1,19,37,82,0,0,642,468480,1,3,1,88707,38,400,0,0
148,1,0,1,1,2,1,0,4,0,1,15,31,14,3,0,344,193266,1,0,1,62193,10,387,0,0
158,1,0,4,0,0,4,1,0,0,3,19,18,73,0,0,3304,92211,1,1,1,18789,6,56,0,0
61,0,0,9,0,0,6,1,0,0,3,1,10,70,0,0,3258,840133,0,8,1,69020,43,339,0,1
192,1,1,8,1,1,7,0,0,0,3,15,11,87,0,0,1971,304873,1,4,1,21198,7,325,0,0
126,0,0,3,1,0,7,1,0,0,3,2,22,12,4,0,1283,595483,0,9,0,23418,13,273,0,1
35,0,0,6,0,1,7,2,3,0,3,18,21,90,0,1,183,974439,1,2,1,73238,15,20,1,0
43,1,0,9,4,1,4,2,2,0,3,6,18,62,2,1,2371,334844,1,1,1,31201,35,404,0,0
61,0,0,8,3,2,5,2,4,0,2,3,31,6,4,0,1488,651557,1,9,1,69066,22,488,0,1
121,1,0,5,4,2,3,1,3,0,1,14,36,69,3,0,8,231643,1,3,1,28920,13,107,0,1
91,0,0,9,2,2,2,0,0,0,1,2,30,79,0,0,912,784153,1,4,1,31635,4,249,1,1
189,0,0,9,0,2,1,1,0,0,0,3,36,68,4,0,336,549746,1,1,1,56779,30,452,0,0
166,1,0,3,0,1,6,1,4,0,1,0,19,36,4,0,1127,677090,1,0,1,22647,22,345,0,0
175,1,1,8,4,0,4,0,0,0,1,5,6,76,0,1,2529,103569,0,9,1,94536,39,200,0,1
51,1,1,4,2,1,6,0,0,0,0,2,36,25,3,1,478,562650,1,6,1,50909,20,165,0,0
30,1,0,7,4,2,7,1,0,0,0,19,32,46,0,0,2395,3640,1,7,1,35405,13,333,0,0
51,0,0,8,2,0,5,1,0,0,3,7,47,16,0,1,3191,323066,1,3,1,93093,3,145,0,0
150,1,0,7,1,1,1,0,3,0,3,14,40,74,2,0,2799,912184,1,0,1,58498,7,481,0,0
122,1,0,5,1,0,6,0,3,1,1,6,32,77,4,0,2291,191025,1,2,1,11909,17,273,0,0
114,1,1,1,0,1,5,1,3,0,0,6,33,54,1,0,2659,19465,1,3,1,14712,9,206,0,0
26,1,0,8,1,0,1,2,0,0,3,13,45,21,3,0,3169,878638,1,0,1,29293,21,187,0,0
129,1,0,5,4,0,5,2,1,0,2,4,34,38,3,0,505,409743,1,7,1,23880,35,78,0,0
146,1,0,3,2,2,5,2,3,0,3,14,36,94,4,0,1780,558407,1,8,1,60099,27,137,0,0
178,1,0,2,0,2,3,0,2,0,3,3,47,98,1,0,714,193851,1,3,1,39953,14,292,0,0
138,1,0,3,1,0,4,2,2,0,0,16,20,40,1,1,1734,423850,1,0,0,66690,29,268,1,1
139,1,0,9,0,0,2,2,1,0,1,5,8,98,1,1,442,859846,1,2,1,90170,6,162,0,1
69,0,1,2,0,2,2,0,4,0,1,12,5,45,4,1,2229,437836,1,1,1,65657,16,491,0,1
57,1,0,1,2,1,1,0,2,1,2,17,42,92,0,0,3450,385845,1,4,1,41309,38,304,0,0
38,1,0,2,4,0,1,0,4,0,1,16,16,28,3,1,276,942650,0,0,0,97418,44,292,0,1
